guten_bid,guten_bname,guten_blan,guten_aid,guten_aname,guten_aalias,good_isbn,good_series,good_lan,good_author_id,good_bid,good_workid,good_title,good_title_without_series,good_aname,good_original_title,good_title_list,guten_bname_list,new_match_good,new_match_guten
31824,"The ""Genius""",en,2231,"Dreiser, Theodore",[],0451515501,[],,8987,2295176,2301487,The Genius,The Genius,Theodore Dreiser,,['genius'],['genius'],[2295176],[31824]
31841,The Water Eater,en,592,"Marks, Winston K.",[],,[],,2763818,29355850,18559102,The Water Eater,The Water Eater,Winston K. Marks,,"['water', 'eater']","['water', 'eater']",[29355850],[31841]
31857,Strangers and Wayfarers,en,4565,"Jewett, Sarah Orne",[],1419149695,[],,35817,1294288,1283394,Strangers and Wayfarers,Strangers and Wayfarers,Sarah Orne Jewett,Strangers And Wayfarers,"['strangers', 'wayfarers']","['strangers', 'wayfarers']",[1294288],[31857]
31862,"The Story of Sitka
The Historic Outpost of the Northwest Coast; The Chief Factory of the Russian American Company",en,19165,"Andrews, Clarence Leroy","['Andrews, C. L. (Clarence Leroy)']",1151542776,[],,3466879,7994794,12489702,"The Story of Sitka; The Historic Outpost of the Northwest Coast, the Chief Factory of the Russian American Company","The Story of Sitka; The Historic Outpost of the Northwest Coast, the Chief Factory of the Russian American Company",Clarence Leroy Andrews,,"['story', 'sitka', 'historic', 'outpost', 'northwest', 'coast', 'chief', 'factory', 'russian', 'american', 'company']","['story', 'sitka', 'historic', 'outpost', 'northwest', 'coast', 'chief', 'factory', 'russian', 'american', 'company']",[7994794],[31862]
31877,Sea Poems,en,2006,"Rice, Cale Young",[],,[],,979699,20612101,39891100,Sea Poems,Sea Poems,Cale Young Rice,,"['sea', 'poems']","['sea', 'poems']",[20612101],[31877]
31878,The Tempers,en,6977,"Williams, William Carlos",[],1113307935,[],,15435,8009127,12549512,The Tempers,The Tempers,William Carlos Williams,,['tempers'],['tempers'],[8009127],[31878]
31879,Coelebs In Search of a Wife,en,6607,"More, Hannah","['Moore, Hannah', 'Chip, Will']",155111674X,[],,115709,2931627,922942,Coelebs in Search of a Wife,Coelebs in Search of a Wife,Hannah More,Coelebs in Search of a Wife (Broadview Editions),"['coelebs', 'search', 'wife']","['coelebs', 'search', 'wife']",[2931627],[31879]
31935,Sumerian Liturgies and Psalms,en,17010,"Langdon, Stephen","['Langdon, S. (Stephen)', 'Langdon, Stephen Herbert']",,[],en-US,3493569,18392651,26015328,Sumerian Liturgies and Psalms,Sumerian Liturgies and Psalms,Stephen Langdon,,"['sumerian', 'liturgies', 'psalms']","['sumerian', 'liturgies', 'psalms']",[18392651],[31935]
31942,A Christian But a Roman,en,1727,"Jókai, Mór","['Jokai, Mor', 'Jokai, Maurus']",,[],eng,483082,12107079,13698461,A Christian But A Roman,A Christian But A Roman,Mor Jokai,Carinus,"['christian', 'roman']","['christian', 'roman']",[12107079],[31942]
31970,Feline Red,en,2675,"Sampson, Robert","['Sampson, Robert D.']",,[],,132435,21964754,41272093,Feline Red,Feline Red,Robert Sampson,,"['feline', 'red']","['feline', 'red']",[21964754],[31970]
31996,Is There a Santa Claus?,en,119,"Riis, Jacob A. (Jacob August)","['Riis, Jacob August']",,[],eng,19420,13451853,18974453,Is there a Santa Claus?,Is there a Santa Claus?,Jacob A. Riis,,"['santa', 'claus?']","['santa', 'claus?']",[13451853],[31996]
31997,Miss Muffet's Christmas Party,en,3548,"Crothers, Samuel McChord",[],,[],,1203727,26817224,15013366,Miss Muffet's Christmas Party,Miss Muffet's Christmas Party,Samuel McChord Crothers,,"['miss', 'muffet', 'christmas', 'party']","['miss', 'muffet', 'christmas', 'party']",[26817224],[31997]
32004,The Knights of Arthur,en,8893,"Pohl, Frederik","['Pohl, Frederick', 'Pohl, Frederik George, Jr.']",,[],,22996,8407667,13268660,The Knights of Arthur,The Knights of Arthur,Frederik Pohl,,"['knights', 'arthur']","['knights', 'arthur']",[8407667],[32004]
32022,"A Problem in Greek Ethics
Being an inquiry into the phenomenon of sexual inversion, addressed especially to medical psychologists and jurists",en,679,"Symonds, John Addington","['Symonds, J. A. (John Addington)']",1176341146,[],,65772,12423569,17405739,"A Problem in Greek Ethics, Being an Inquiry Into the Phenomenon of Sexual Inversion; Addressed Especially to Medical Psychologists and Jurists","A Problem in Greek Ethics, Being an Inquiry Into the Phenomenon of Sexual Inversion; Addressed Especially to Medical Psychologists and Jurists",John Addington Symonds,,"['problem', 'greek', 'ethics', 'inquiry', 'phenomenon', 'sexual', 'inversion', 'addressed', 'especially', 'medical', 'psychologists', 'jurists']","['problem', 'greek', 'ethics', 'inquiry', 'phenomenon', 'sexual', 'inversion', 'addressed', 'especially', 'medical', 'psychologists', 'jurists']",[12423569],[32022]
32026,The World That Couldn't Be,en,951,"Simak, Clifford D.","['Simak, Clifford Donald']",,[],eng,23012,9675485,14563338,The World That Couldn't Be,The World That Couldn't Be,Clifford D. Simak,,"['world', 'couldnt']","['world', 'couldnt']",[9675485],[32026]
32032,Second Variety,en,2149,"Dick, Philip K.","['Dick, Philip Kindred']",,[],eng,4764,10201438,42795960,Second Variety,Second Variety,Philip K. Dick,Second Variety,"['second', 'variety']","['second', 'variety']","[23851778, 22807191, 22616880, 11062705, 8185014, 8900215, 17231190, 10201438]",[32032]
32037,Eureka: A Prose Poem,en,1630,"Poe, Edgar Allan","['Poe, Edgar Allen']",1557133298,[],,4624490,62440,1524209,Eureka: A Prose Poem,Eureka: A Prose Poem,Edgar Allan Poe,Eureka: A Prose Poem,"['eureka', 'prose', 'poem']","['eureka', 'prose', 'poem']",[62440],[32037]
32048,"Cottage Building in Cob, Pisé, Chalk and Clay: A Renaissance (2nd edition)",en,13122,"Williams-Ellis, Clough","['Williams-Ellis, C. (Clough)', 'Williams-Ellis, Bertram Clough']",,[],,733559,19044116,27068643,"Cottage Building in Cob, Pisé, Chalk and Clay a Renaissance (2nd edition)","Cottage Building in Cob, Pisé, Chalk and Clay a Renaissance (2nd edition)",Clough Williams-Ellis,,"['cottage', 'building', 'cob', 'pisé', 'chalk', 'clay', 'renaissance', '2nd', 'edition']","['cottage', 'building', 'cob', 'pisé', 'chalk', 'clay', 'renaissance', '2nd', 'edition']",[19044116],[32048]
32064,The Wine-ghosts of Bremen,en,857,"Hauff, Wilhelm",[],,[],eng,286123,16299073,6859622,The Wine Ghosts of Bremen,The Wine Ghosts of Bremen,Wilhelm Hauff,The Wine Ghosts Of Bremen (1889),"['wine', 'ghosts', 'bremen']","['wine', 'ghosts', 'bremen']",[16299073],[32064]
32087,The Executioner,en,13063,"Riley, Frank","['Rhylick, Frank Wilbert']",,[],,6007230,18892529,26896686,The Executioner,The Executioner,Frank Riley,,['executioner'],['executioner'],[18892529],[32087]
32092,The Technique of Fiction Writing,en,21263,"Dowst, Robert Saunders",[],,[],,4156249,8711468,13584331,The Technique of Fiction Writing,The Technique of Fiction Writing,Robert Saunders Dowst,,"['technique', 'fiction', 'writing']","['technique', 'fiction', 'writing']",[8711468],[32092]
32093,Loyal to the School,en,4521,"Brazil, Angela",[],,[],eng,245159,6798779,6814964,Loyal to the School,Loyal to the School,Angela Brazil,Loyal to the School,"['loyal', 'school']","['loyal', 'school']",[6798779],[32093]
32098,The Pentecost of Calamity,en,169,"Wister, Owen",[],1451001398,[],,98909,27012733,3199310,The Pentecost of Calamity,The Pentecost of Calamity,Owen Wister,The Pentecost of Calamity,"['pentecost', 'calamity']","['pentecost', 'calamity']",[27012733],[32098]
32099,The Titanic Disaster Poem,en,23795,"McKenzie, J. H.",[],,[],,7123063,19027382,27051036,The Titanic Disaster Poem,The Titanic Disaster Poem,J.H. McKenzie,,"['titanic', 'disaster', 'poem']","['titanic', 'disaster', 'poem']",[19027382],[32099]
32108,The Ego Machine,en,13452,"Kuttner, Henry","['Liddell, C. H.']",1463802021,[],,70167,14402813,13398994,The Ego Machine,The Ego Machine,Henry Kuttner,,"['ego', 'machine']","['ego', 'machine']","[31363349, 14402813, 8531798]",[32108]
32136,A Treatise on Relics,en,4385,"Calvin, Jean","['Calvin, John']",,[],,30510,13118643,41361052,A Treatise on Relics,A Treatise on Relics,John Calvin,,"['treatise', 'relics']","['treatise', 'relics']",[13118643],[32136]
32142,Marley's Chain,en,1709,"Nourse, Alan Edward","['Edwards, Al', 'Nourse, Alan E. (Alan Edward)']",,[],,283392,8237736,13085115,Marley's Chain,Marley's Chain,Alan E. Nourse,,"['marley', 'chain']","['marley', 'chain']",[8237736],[32142]
32146,Fugitive Poetry,en,1348,"Willis, Nathaniel Parker","['Willis, N. Parker (Nathaniel Parker)', 'Willis, N. P. (Nathaniel Parker)']",,[],,783978,12252220,17226764,Fugitive Poetry,Fugitive Poetry,Nathaniel Parker Willis,,"['fugitive', 'poetry']","['fugitive', 'poetry']",[12252220],[32146]
32154,The Variable Man,en,2149,"Dick, Philip K.","['Dick, Philip Kindred']",,[],eng,4764,34807201,13607948,The Variable Man,The Variable Man,Philip K. Dick,The Variable Man,"['variable', 'man']","['variable', 'man']","[34807201, 8734881, 11062702]",[32154]
32155,The Love Letters of Henry VIII to Anne Boleyn; With Notes,en,20338,"Henry VIII, King of England",[],,[],,338261,11456431,612015,The Love Letters of Henry VIII to Anne Boleyn With Notes,The Love Letters of Henry VIII to Anne Boleyn With Notes,Henry VIII of England,Love Letters of Henry VIII to Anne Boleyn,"['love', 'letters', 'henry', 'viii', 'anne', 'boleyn', 'notes']","['love', 'letters', 'henry', 'viii', 'anne', 'boleyn', 'notes']",[11456431],[32155]
32166,"Thomas Andrews, Shipbuilder",en,23444,"Bullock, Shan F.",[],0856406554,[],,855518,1876531,1877499,"Thomas Andrews, Shipbuilder","Thomas Andrews, Shipbuilder",Shan F. Bullock,Thomas Andrews: Shipbuilder,"['thomas', 'andrews', 'shipbuilder']","['thomas', 'andrews', 'shipbuilder']",[1876531],[32166]
32195,The Battle of Blenheim,en,2532,"Belloc, Hilaire","['Belloc, Joseph Hilaire Pierre']",,[],,4025,19028470,6432921,The Battle of Blenheim,The Battle of Blenheim,Hilaire Belloc,The Battle Of Blenheim,"['battle', 'blenheim']","['battle', 'blenheim']",[19028470],[32195]
32197,Poitiers,en,2532,"Belloc, Hilaire","['Belloc, Joseph Hilaire Pierre']",,[],,4025,19473266,27558575,Poitiers,Poitiers,Hilaire Belloc,,['poitiers'],['poitiers'],[19473266],[32197]
32208,The Star Lord,en,5541,"Ellanby, Boyd",[],1463896891,[],,4024445,14402990,20044975,The Star Lord,The Star Lord,Boyd Ellanby,,"['star', 'lord']","['star', 'lord']",[14402990],[32208]
32210,The Brownies: Their Book,en,620,"Cox, Palmer",[],,[],,495164,3185763,3218632,The Brownies: Their Book,The Brownies: Their Book,Palmer Cox,The Brownies: Their Book,"['brownies', 'book']","['brownies', 'book']",[3185763],[32210]
32216,The Adventures of the U-202: An Actual Narrative,en,18516,"Spiegel, E. (Edgar), Freiherr von","['Spiegel, Edgar, Freiherr von', 'Spiegel von und zu Peckelsheim, Edgar, Freiherr', 'Von Spiegel, E. (Edgar), Freiherr']",,[],,660656,13083683,14765727,The Adventures of the U-202 an Actual Narrative,The Adventures of the U-202 an Actual Narrative,Edgar von Spiegel von und zu Peckelsheim,,"['adventure', 'u', 'two hundred and two', 'actual', 'narrative']","['adventure', 'u', 'two hundred and two', 'actual', 'narrative']",[13083683],[32216]
32226,The Flower Princess,en,8527,"Brown, Abbie Farwell",[],,[],,291948,9819579,14710083,The Flower Princess,The Flower Princess,Abbie Farwell Brown,,"['flower', 'princess']","['flower', 'princess']",[9819579],[32226]
32231,"Among the Wild Tribes of the Afghan Frontier
A Record of Sixteen Years' Close Intercourse with the Natives of the Indian Marches",en,15627,"Pennell, T. L. (Theodore Leighton)","['Pennell, Theodore Leighton']",,[],,7979679,21182592,40523263,Among the Wild Tribes of the Afghan Frontier A Record of Sixteen Years' Close Intercourse with the Natives of the Indian Marches,Among the Wild Tribes of the Afghan Frontier A Record of Sixteen Years' Close Intercourse with the Natives of the Indian Marches,T.L. (Theodore Leighton) Pennell,,"['among', 'wild', 'tribes', 'afghan', 'frontier', 'record', 'sixteen', 'years', 'close', 'intercourse', 'natives', 'indian', 'marches']","['among', 'wild', 'tribes', 'afghan', 'frontier', 'record', 'sixteen', 'years', 'close', 'intercourse', 'natives', 'indian', 'marches']",[21182592],[32231]
32256,The Big Time,en,1198,"Leiber, Fritz","['Leiber, Fritz Reuter']",,['189083'],,23001,22083279,937317,The Big Time,The Big Time,Fritz Leiber,The Big Time,"['big', 'time']","['big', 'time']","[12667361, 9274562, 15401445, 102281, 11764201, 27021482, 22083279, 6108980, 24448404, 952408, 1613817, 8492764]",[32256]
32286,"A Letter to Lord Robert Bertie
Relating to His Conduct in the Mediterranean, and His Defence of Admiral Byng",en,141,Anonymous,['Anonyme'],,[],,5158478,24190926,43780242,"A Letter to Lord Robert Bertie Relating to His Conduct in the Mediterranean, and His Defence of Admiral Byng","A Letter to Lord Robert Bertie Relating to His Conduct in the Mediterranean, and His Defence of Admiral Byng",Anonymous,,"['letter', 'lord', 'robert', 'bertie', 'relating', 'conduct', 'mediterranean', 'defence', 'admiral', 'byng']","['letter', 'lord', 'robert', 'bertie', 'relating', 'conduct', 'mediterranean', 'defence', 'admiral', 'byng']",[24190926],[32286]
32317,The World with a Thousand Moons,en,7816,"Hamilton, Edmond",[],,[],,61942,19406709,13120454,The World with a Thousand Moons,The World with a Thousand Moons,Edmond Hamilton,,"['world', 'thousand', 'moons']","['world', 'thousand', 'moons']",[19406709],[32317]
32319,The Trail of the Sandhill Stag,en,1068,"Seton, Ernest Thompson","['Thompson-Seton, Ernest', 'Seton, Wolf', 'Seton-Thompson, Ernest', 'Seton-Thomson, Ernest']",,[],,31707,13496487,19039699,The Trail of the Sandhill Stag,The Trail of the Sandhill Stag,Ernest Thompson Seton,,"['trail', 'sandhill', 'stag']","['trail', 'sandhill', 'stag']",[13496487],[32319]
32321,The Book,en,11038,"Shaara, Michael",[],,[],,16892,11442753,16376506,The Book,The Book,Michael Shaara,The Book,['book'],['book'],[11442753],[32321]
32325,The Adventures of Huckleberry Finn (Tom Sawyer's Comrade),en,249,"Twain, Mark","['Clemens, Samuel Langhorne', 'Twain, Mark (Samuel Clemens)']",,[],eng,1244,16050933,1835605,The Adventures of Huckleberry Finn Tom Sawyer's Comrade,The Adventures of Huckleberry Finn Tom Sawyer's Comrade,Mark Twain,The Adventures of Huckleberry Finn,"['adventure', 'huckleberry', 'finn', 'tom', 'sawyer', 'comrade']","['adventure', 'huckleberry', 'finn', 'tom', 'sawyer', 'comrade']",[16050933],[32325]
32326,Tales of Troy and Greece,en,116,"Lang, Andrew","['Lang, Walter Andrew']",0486449173,[],,18393,750164,1184258,Tales of Troy and Greece,Tales of Troy and Greece,Andrew Lang,Tales of Troy and Greece (Wordsworth Children's Classics),"['tales', 'troy', 'greece']","['tales', 'troy', 'greece']","[750164, 1496333]",[32326]
32338,Toilers of the Sea,en,10,"Hugo, Victor","['Hugo, Victor Marie, comte']",0375761322,[],eng,13661,146943,141821,The Toilers of the Sea,The Toilers of the Sea,Victor Hugo,Les Travailleurs de la Mer,"['toilers', 'sea']","['toilers', 'sea']",[146943],[32338]
32382,Old Friends and New,en,4565,"Jewett, Sarah Orne",[],0836930673,[],eng,35817,1294290,1283396,Old Friends And New,Old Friends And New,Sarah Orne Jewett,Old Friends and New,"['old', 'friends', 'new']","['old', 'friends', 'new']",[1294290],[32382]
32390,Black Man's Burden,en,512,"Reynolds, Mack","['McCord, Guy', 'Reynolds, Dallas McCord']",,['630487'],,127541,10467137,15372197,Black Man's Burden,Black Man's Burden,Mack Reynolds,,"['black', 'man', 'burden']","['black', 'man', 'burden']",[10467137],[32390]
32397,Visits To Monasteries in the Levant,en,12848,"Curzon, Robert","['Zouche, Robert Curzon, baron']",071260104X,[],,1158430,2724757,3221959,Visits to Monasteries in the Levant,Visits to Monasteries in the Levant,Robert Curzon,Visits to Monasteries in the Levant,"['visits', 'monasteries', 'levant']","['visits', 'monasteries', 'levant']",[2724757],[32397]
32410,No Shield from the Dead,en,21147,"Dickson, Gordon R.",[],,[],eng,38631,24407180,13881140,No Shield from the Dead,No Shield from the Dead,Gordon R. Dickson,,"['shield', 'dead']","['shield', 'dead']","[20558218, 24407180]",[32410]
32430,"The Practical Joke; Or, The Christmas Story of Uncle Ned",en,141,Anonymous,['Anonyme'],,[],eng,5158478,16698329,22925270,The Practical Joke or The Christmas Story of Uncle Ned,The Practical Joke or The Christmas Story of Uncle Ned,Anonymous,,"['practical', 'joke', 'christmas', 'story', 'uncle', 'ned']","['practical', 'joke', 'christmas', 'story', 'uncle', 'ned']",[16698329],[32430]
32432,Fidelity: A Novel,en,953,"Glaspell, Susan","['Cook, Susan', 'Glaspel, Susan', 'Cook, Mrs. George Cram']",2819946828,[],,154569,10415910,918504,Fidelity a Novel,Fidelity a Novel,Susan Glaspell,Fidelity,"['fidelity', 'novel']","['fidelity', 'novel']",[10415910],[32432]
32436,Duel on Syrtis,en,3463,"Anderson, Poul","['Anderson, Poul William']",163355211X,[],,32278,22514923,13372863,Duel on Sytris,Duel on Sytris,Poul Anderson,Duel on Syrtis,"['duel', 'sytris']","['duel', 'syrtis']","[8506769, 22514923]",[32436]
32438,The Book of Courage,en,5339,"Faris, John T. (John Thomson)",[],,[],,2005047,8981143,13858256,The Book of Courage,The Book of Courage,John Thomson Faris,,"['book', 'courage']","['book', 'courage']",[8981143],[32438]
32439,"The Doctor, his Wife, and the Clock",en,358,"Green, Anna Katharine","['Rohlfs, Anna Katharine Green', 'Rohlfs, Mrs. Charles']",1177480581,['266648'],,60005,10189451,80876,"The Doctor, His Wife, and the Clock","The Doctor, His Wife, and the Clock",Anna Katharine Green,"The Doctor, His Wife, and the Clock","['doctor', 'wife', 'clock']","['doctor', 'wife', 'clock']",[10189451],[32439]
